Issue id,Summary,Status,Priority,Resolution,Description
214651,"""review with copilot"" button should move left",,,completed,"I use the + button many times a day, and I think it would be nicer to keep the + button as the rightmost button so it matches the + on individual files so it doesn't break muscle memory, what do you think? The ✨ button could go to the far left, or just one spot left <img width=""440"" alt=""image"" src=""https://github.com/microsoft/vscode/assets/323878/7e0239ed-d558-4e5c-91aa-08743bdc0e39"">"
214649,Cannot read properties of undefined (reading 'range'),,,completed,"- Close open editors - Add ""selection"" attachment to chat - Add another attachment that has a value like a file <img width=""419"" alt=""image"" src=""https://github.com/microsoft/vscode/assets/323878/269715e2-d98b-4ca3-a42f-a3a30d086114""> This is really subtle and TS does not help... the code at https://github.com/microsoft/vscode/blob/97cd76be37a5240bc844f2484ae330e65b8b9bcf/src/vs/workbench/contrib/chat/browser/chatVariables.ts#L97 ends up with a sparse array, spreads it into the final results array, and TS thinks we have an array of real values but it does include `undefined`. cc @joyceerhl Two issues here, the 'range' error thrown while handling the request, but then I can't send more requests after that for some reason, and I thought that I had resolved those issues."
214630,Node unconditionally uses AVX512 instructions (illegal instruction starting Extension Host agent),,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: Seeing this both on release and on insiders: Release: Version: 1.90.0 (Universal) Commit: 89de5a8d4d6205e5b11647eb6a74844ca23d2573 Inisders: Version: 1.91.0-insider (Universal) "
214626,Git Branch Picker Race Condition,,,completed,"If I paste the branch too quickly and then press enter, it does not switch to it, but creates a new branch. This breaks muscle memory, as it works when you do it slowly. ![Code_-_Insiders_peF36XR6nS](https://github.com/microsoft/vscode/assets/2931520/d5d901c1-ad87-4c36-afe5-2a3a4d267800) Once loading completes, it should select the branch again."
214592,"""Folded code"" arrow misplaced within sticky scroll",,,,Repro: 1. fold code 2. scroll slowly until you see: ![Image](https://github.com/microsoft/vscode/assets/16353531/b9457b06-ed34-4b10-97ea-1283c62ce3de) https://github.com/microsoft/vscode/assets/16353531/5bdc0185-5876-43f2-b3b0-e7b84dc3e1b5
214584,Postman extension not loading in new insider build,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91.0-insider - OS Version: MacOS 14.5 Steps to Reproduce: 1. Install [the Postman extension](https://marketplace.visualstudio.com/items?itemName=Postman.postman-for-vscode) an"
214569,Regression in indentation applied when moving code down,,,completed,"Start with the following code: ```ts class ConfigurationServiceImpl { constructor() { } private _getConfiguredValue<T>(key: BaseConfig<T>): T | undefined { if (this.config[key.firstPart] && this.config[key.firstPart][key.secondPart] !== undefined) { return this.config[key.firstPart][key.secondPart]; } const valueFromSettings = this.config.get(key.id); if (valueFromSettings !== undefined) { return valueFromSettings as T; } } override async getExperimentBasedConfig<T>(key: ExperimentBasedConfig<T>, experimentationService: IExperimentationService): Promise<T> { const configValue = this._getConfiguredValue(key); const tmp = await experimentationService.getTreatmentVariableAsync<boolean>('vscode', 'key', true); if (tmp || configValue) { res = 'x'; } const tmp = await experimentationService.getTreatmentVariableAsync<boolean>('vscode', 'key', true); if (routingEnabled || configValue) { res = 'x'; } } } ``` * select the first method * move it down ### vscode 1.91.0-insiders 5f646b8e67a869ef33061085ffe0e377d5ba040c https://github.com/microsoft/vscode/assets/5047891/a02fa65a-936e-456b-a6a7-f66956158b2a ### vscode 1.85.1 https://github.com/microsoft/vscode/assets/5047891/749f14c2-df1c-4455-a9"
214562,Move line up/down causes indentation to break,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.0 - OS Version: Windows 10 Home 22H2 build 19045.4412 (+ WSL2 inside Win10) Steps to Reproduce: (similar to this issue: https://github.com/microsoft/vscode/issues/78788) 1. Sa"
214550,Alt + Up/Down to move a line of code no longer automatically aligns the context of the code,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- Please search existing issues to avoid creating duplicates. --> <!-- Describe the feature you'd like. --> When writing Lua code in VSCode, using Alt + Up/Down to move a line of code no longer automatically aligns the context of the code. Before the update, it would automatically align."
214547,Windows: WSL prompt option only shows in terminal add menu if you add another terminal,,,,"Type: <b>Bug</b> I have WSL (v2) set up on my machine. Whenever I pull up code and click the New Terminal profile menu (the down caret next to the ""+"" in the terminal panel), the WSL option will not show until I select a different profile (e.g., PowerShell) and open a new terminal. STR: 0) Make sure WSL (v2) is installed, set up and ready to go. Restart to ensure a pristine/clean boot. 1) Launch VS Code with any workspace loaded. 2) Make sure the Terminal panel is showing/enabled. Make sure WSL is not already loaded (though having a WSL terminal in the list doesn't affect the issue). 3) Click on the arrow/caret by the New Terminal ""+"" to see available options. 4) See that WSL is not an option. Select another option (e.g., PowerShell). 5) New terminal is added successfully. 6) Check the profile list again (arrow/caret menu by the New Terminal ""+""). 7) Notice that ""Ubuntu (WSL)"" (or whatever flavor you installed with WSL) now displays. This is 100% reproducible and consistent. Might be related to the fact that WSL has not been run yet on the machine during that session but not sure how you're determining those options. I've experienced this for quite a while (months if not years). I "
214541,Can't click on inline diff icon if cursor is not not directly on top of it,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> ``` Version: 1.90.0 (user setup) Commit: 89de5a8d4d6205e5b11647eb6a74844ca23d2573 Date: 2024-06-04T19:33:54.889Z Electron: 29.4.0 ElectronBuildId: 9593362 Chromium: 122.0.6261.156 Node.js: 20.9.0 V8:"
214496,cant save file in last update ??? menu is grey !,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: yes Hi, I'm not sure why or how this is happening! Since my last update today! Sometimes when files are modified, I can't save them via the menues anymore. This is very useful when I'm **working without a keyboard** in debug mode. Strangely, i can still select ""Save all"".... this make no sense ! Also, note that the `Ctrl+S` keyboard shortcut works. <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- "
214487,Fix HC textPreformat colors,,,,Fixes https://github.com/microsoft/vscode/issues/214412 I originally reversed these colors in https://github.com/microsoft/vscode/pull/213698 to address an issue with invisible shortcuts in the editor playground. Seems like `textPreformat.foreground` needs to be used with `textPreformat.background` to be visible.
214479,bring back @terminal agent in panel chat,,,completed,"I removed this https://github.com/microsoft/vscode-copilot/pull/6112 to move over to using the agent, which required setting `isDefault`. Chatted with @roblourens and I should add another agent to support the agent in both places, only making it the default for the terminal location. fyi @Tyriar"
214462,Connecting to remote via ssh is broken in v1.90,,,completed,"Type: <b>Bug</b> My setup is raspberry pi 4 model B with Raspbian GNU/Linux 10 (buster). I am trying to connect from windows system on local network. Connection via ssh now prints the following ``` [16:06:31.320] [server] server inflate progress: 1375/1689 (81%) [16:06:31.364] [server] server inflate progress: 1461/1689 (87%) [16:06:31.439] [server] server inflate progress: 1547/1689 (92%) [16:06:31.474] [server] server inflate progress: 1633/1689 (97%) [16:06:31.496] [server] server inflate progress: 1689/1689 (100%) [16:06:31.540] [server] Error installing server: error checking server integrity: failed to run command ""/home/pi/.vscode-server/cli/servers/Stable-89de5a8d4d6205e5b11647eb6a74844ca23d2573.staging/server/bin/code-server --version"" (code 1): /home/pi/.vscode-server/cli/servers/Stable-89de5a8d4d6205e5b11647eb6a74844ca23d2573.staging/server/node: /usr/lib/arm-linux-gnueabihf/libstdc++.so.6: version `GLIBCXX_3.4.26' not found (required by /home/pi/.vscode-server/cli/servers/Stable-89de5a8d4d6205e5b11647eb6a74844ca23d2573.staging/server/node) [16:06:34.106] Password dialog canceled [16:06:34.106] ""install"" terminal command canceled [16:06:34.106] Resolver error: Error: Con"
214459,Mouse flickers on border of certain buttons,,,,"Type: <b>Bug</b> I realise this is a very small visual bug, but reporting nonetheless! Steps to Reproduce: 1. Make sure the window is focused - I can't seem to make this happen when another window is focused 2. Hover the mouse over exactly over the bottom border of certain buttons - Seems to only be the bottom border This applies to some certain buttons across VSCode but not others. Some examples I found: - Extensions sidebar, the `Refresh` and `Views and More Actions...` - Output pane, the `Clear Output`, `Turn Auto Scrolling Off`, `Set Log Level...`, `Views and More Actions...`, but curiously NOT the `Hide Panel` button (could be a clue?) https://github.com/microsoft/vscode/assets/3299161/fd4f2f38-6d4b-4363-9d0d-530ac1371406 Does this issue occur when all extensions are disabled?: **Yes** VS Code version: Code 1.90.0 (89de5a8d4d6205e5b11647eb6a74844ca23d2573, 2024-06-04T19:43:07.605Z) OS version: Linux x64 6.5.0-1023-oem Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz (8 x 3400)| |GPU Status|2d_canvas: unavailable_software<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabl"
214433,justMyCode: false doesn't work,,,completed,"Type: <b>Bug</b> - Create main.py that imports any library and use it - Create a launch.json to launch your main.py and add the justMyCode: false - Put a breaking point on the line where you use the external library - Run the main.py through your launch.json - Step into and you won't step into the external library It worked in 1.89 VS Code version: Code 1.90.0 (89de5a8d4d6205e5b11647eb6a74844ca23d2573, 2024-06-04T19:34:48.028Z) OS version: Darwin arm64 23.5.0 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Apple M1 (8 x 2400)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled| |Load (avg)|4, 4, 4| |Memory (System)|8.00GB (0.09GB free)| |Process Argv|--crash-reporter-id f46645e3-cea5-4915-8607-ce5e20309859| |Screen Reader|no| |VM|0%| </details><details><summary>Extensions (38)</summary> Extension|Author"
214426,Hanged during folder rename when a file was being edited - Should show proper error message,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90 (latest) - OS Version: Windows 11 Steps to Reproduce: 1. I have a folder structure A / B / c.xlsx 2. I opened folder A in VS Code 3. I started editing c.xlsx so Windows marked"
214412,Illegible textPreformat in dark high contrast theme vscode 1.90.0,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.0 - OS Version: Debian GNU/Linux trixie/sid I'm using dark high contrast theme. After updating vscode to 1.90.0 text inside textPreformat by default is the same color as backg"
214390,Font weight is permanently bold after latest update,,,completed,"I use `Operator Mono` first this issue occurred in Insider release, and now with the latest release both versions of VS Code only show bold font weight. `300` is too thin. `400` is too bold. This wasn't the case before. `400` weight ![image](https://github.com/microsoft/vscode/assets/960133/506b116e-88ab-47c6-bb75-4831f0810f16) `300` weight ![image](https://github.com/microsoft/vscode/assets/960133/8f351568-807c-475d-9f82-f5a780d60583) On the prev Version: 1.89.1 `400` weight looks like this. ![image](https://github.com/microsoft/vscode/assets/960133/e98ab5dc-be37-482d-b3b0-0f202c0e4f73) Help fix. Thank you! <!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill usefu"
214389,Integrated Terminal Distorts Text Upon Restart After Being Terminated,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from the Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.0 (Universal) - OS Version: Darwin arm64 23.5.0 Steps to Reproduce: 1. Open Visual Studio Code and fire up terminal 2. Open all 3 sections of problems, debug console and T"
214387,Double-clicking on a `SourceControlHistoryItemChange` of a non-git SCM extension fails to open diff editor,,,,This code assumes that the uris of the `SourceControlHistoryItemChange` have a query element consisting of a JSON string representation of a two-property object: https://github.com/microsoft/vscode/blob/a003d5fb8d6d026b5e0019ed06b8ee864acfa6db/src/vs/workbench/contrib/scm/browser/util.ts#L77-L80 I think the code should be conditional on `uri.scheme === 'git'`
214364,Cannot backspace lines on Android,,,,"When a line is blank, pressing backspace on an external keyboard doesn't seem to do anything on a Codespace, which means it's impossible to get rid of empty lines. Can't select the gap using Shift + arrow keys either. Version: 1.89.1 Commit: dc96b837cf6bb4af9cd736aa3af08cf8279f7685 User Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Embedder: codespaces <!-- generated by web issue reporter -->"
214329,`vscode.workspace.getWorkspaceFolder()` returns `undefined` for URIs with query parameters,,,completed,"Type: <b>Bug</b> Suppose I have the following workspace open: ```json { ""folders"": [ { ""name"": ""iris:USER"", ""uri"": ""isfs://iris:user/?filter=*.cls"" } ], ""settings"": { ""editor.insertSpaces"": true, ""editor.tabSize"": 4, ""editor.detectIndentation"": false, ""objectscript.showExplorer"": false } } ``` If a command calls `vscode.workspace.getWorkspaceFolder()` on a URI with a string value of `isfs://iris:user/T/A.cls?filter=*.cls`, I would expect to receive the workspace folder. Instead, I receive `undefined`. However, if I remove the query parameter and reload the workspace, the call to `vscode.workspace.getWorkspaceFolder()` with URI `isfs://iris:user/T/A.cls` returns the workspace folder. VS Code version: Code - Insiders 1.90.0-insider (89de5a8d4d6205e5b11647eb6a74844ca23d2573, 2024-06-04T01:35:33.174Z) OS version: Darwin arm64 23.5.0 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Apple M1 Max (10 x 2400)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: d"
214311,ReferenceError: Cannot access 'label' before initialization,,,completed,"* have chat installed and ready * open an untitled file * no hint, errors on the console Likely caused by https://github.com/microsoft/vscode/commit/2b7f9e2fff1286227db33e8ca31b4dfac29eb067 ``` ERR Cannot access 'label' before initialization: ReferenceError: Cannot access 'label' before initialization at vscode-file://vscode-app/Users/jrieken/Code/vscode/out/vs/workbench/contrib/codeEditor/browser/emptyTextEditorHint/emptyTextEditorHint.js:213:70 at Array.map (<anonymous>) at EmptyTextEditorHintContentWidget._getHintInlineChat (vscode-file://vscode-app/Users/jrieken/Code/vscode/out/vs/workbench/contrib/codeEditor/browser/emptyTextEditorHint/emptyTextEditorHint.js:208:79) at EmptyTextEditorHintContentWidget.getDomNode (vscode-file://vscode-app/Users/jrieken/Code/vscode/out/vs/workbench/contrib/codeEditor/browser/emptyTextEditorHint/emptyTextEditorHint.js:335:112) at new Widget (vscode-file://vscode-app/Users/jrieken/Code/vscode/out/vs/editor/browser/viewParts/contentWidgets/contentWidgets.js:155:78) at ViewContentWidgets.addWidget (vscode-file://vscode-app/Users/jrieken/Code/vscode/out/vs/editor/browser/viewParts/contentWidgets/contentWidgets.js:96:30) at View.addContentWidget (vsco"
214306,Update service stuck,,,,From @jrieken: > Every once in a while I keep seeing this. It just says Downloading… for ~10 minutes and then no update is available ![image](https://github.com/microsoft/vscode/assets/22350/bff1fca7-3bee-482d-b690-8673631c2463) ```log 2024-06-04 00:30:23.686 [info] update#setState idle 2024-06-04 01:40:51.157 [info] update#setState checking for updates 2024-06-04 01:40:51.987 [info] update#setState idle 2024-06-04 02:47:45.152 [info] update#setState checking for updates 2024-06-04 02:47:45.836 [info] update#setState idle 2024-06-04 03:51:56.146 [warning] No ptyHost heartbeat after 6 seconds 2024-06-04 03:51:56.146 [info] update#setState checking for updates 2024-06-04 03:51:56.716 [info] update#setState idle 2024-06-04 05:01:46.160 [info] update#setState checking for updates 2024-06-04 05:01:46.950 [info] update#setState downloading 2024-06-04 06:57:36.124 [warning] No ptyHost heartbeat after 6 seconds 2024-06-04 08:15:12.346 [warning] No ptyHost heartbeat after 6 seconds 2024-06-04 08:32:17.777 [error] UpdateService error: The request timed out. 2024-06-04 08:32:17.778 [info] update#setState idle ```
214290,Expected pattern to be a non-empty string,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: Version: 1.89.1 Commit: dc96b837cf6bb4af9cd736aa3af08cf8279f7685 Date: 2024-05-07T05:17:15.788Z (4 wks ago) Browser: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537."
214285,calling `closeWidget` on the references view with `focusEditor=false` will still focus editor,,,,"Found while testing https://github.com/microsoft/vscode/pull/205914 1. Open up a search editor 2. Peek a go to definition view. 3. Search for something in the search editor with the definition still open. 5. Notice that the editor focuses. :bug: If you do the same think without keeping the definition open, then the input stays focused. When digging into this, it is because this is called twice- once with the correct `focusEditor=false` and another with the default arg. https://github.com/microsoft/vscode/blob/1b25a13761d5e0db1308309a30ea8cf98a383796/src/vs/editor/contrib/gotoSymbol/browser/peek/referencesController.ts#L229-L240 Disposing the widget causes `_onDidClose` to fire again with default args. https://github.com/microsoft/vscode/blob/0bd70d48ad8b3e2fb1922aa54f87c786ff2b4bd8/src/vs/editor/contrib/peekView/browser/peekView.ts#L135"
214274,`baseUri` of `exclude` in `findTextInFiles` and `findFiles2` is ignored,,,,"1. Create an extension 2. Use the proposed `findTextInFiles` and/or `findFiles2` api, setting the `exclude` option to a `RelativePattern` 3. Use the API to search. 4. Notice that the `baseUri` on the `RelativePattern` gets ignored. :bug:"
214248,Rendered notebook cell comments are not updated when the underlying data changes via the extension APIs,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: This is an issue that affects the extension API - so you will need at least one extension to reproduce it I believe. <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: Head - OS Version: Irrelevant Steps to Reproduce: I don't have a pu"
214243,Alt-L (Find in Selection) replaces block selection with multiline selection,,,,"Does this issue occur when all extensions are disabled?: Yes VS Code Version: 1.89.1 OS Version: Ubuntu Linux 22.04 1. Close the find/replace window if it's open (click on the X in the upper-right) 2. Use Alt-Shift-Leftclick to make a block selection 3. Press Ctrl-H to start search 4. Press Alt-L to enable ""Find in Selection"" The block selection is replaced with a multi-line selection, but only the lines that had text under the block are part of the multiline. Before pressing Alt-L: ![image](https://github.com/microsoft/vscode/assets/1065860/535b1071-daf2-4a85-af99-e74d202d0196) After pressing Alt-L: ![image](https://github.com/microsoft/vscode/assets/1065860/9e4c49f5-173c-4511-a7c9-3e1a99f4a189) Weirdly, it appears that the find/replace does still honor the original block selection (it only replaces text in the original block), but the block itself is no longer visible. Basically, it just looks like the block selection features was added recently and not thoroughly tested with find/replace."
214227,"Incorrect role is defined for menuitems ""User"", ""Workspace"" and ""Remote[Azure ML: v-...]"" as checkboxes.: A11y_VS Code Client_Settings_AI4D",,,completed,"""[Check out Accessibility Insights!](https://accessibilityinsights.io/) - Identify accessibility bugs before check-in and make bug fixing faster and easier."" ### GitHub Tags #A11yTCS; #A11ySev2; #WCAG4.1.2; #BM-VisualStudioCodeClient-Win32-Jan2024; #DesktopApp; #Visual Studio Code Client; #A11yMAS; #Name Role Value; #AILimited; #Win11; #AI4D; ### Environment Details: Application Name: Visual Studio Code Client Visual Studio Code: Version 1.89.1(User setup) ### Repro Steps: 1. Install VS Code 2. Install the Azure Machine Learning extension and sign in with appropriate Credentials. 3. Open the Command Palette via the keyboard command Ctrl+Shift+P (or Command+Shift+P for MacOS) 4. Type ""Open User Settings"" and select the option from the dropdown list called ""Preferences: Open User Settings"") and press enter 5. In the search box, type ""Azure Machine Learning"" 6. Tab until the list of settings is active 7. Use the up/down arrows to navigate between settings 8. Tab till ""User"" menuitem and Verify whether the correct role is defined for ""User"", ""Workspace"" and ""Remote[Azure ML: v-...]"" or not. ### Actual Result: Incorrect role is defined for menuitems ""User"", ""Workspace"" and ""Remote[Azure"
